Date,IntZone,CA,Positive7Day,Positive7DayQF,DT,Days from 2020-03-01
20210117,S02001626,S12000036,5.0,,2021-01-17,322
20210117,S02001627,S12000036,15.0,,2021-01-17,322
20210117,S02001628,S12000036,11.0,,2021-01-17,322
20210117,S02001629,S12000036,10.0,,2021-01-17,322
20210117,S02001630,S12000036,7.0,,2021-01-17,322
20210117,S02001631,S12000036,,c,2021-01-17,322
20210117,S02001632,S12000036,4.0,,2021-01-17,322
20210117,S02001633,S12000036,6.0,,2021-01-17,322
20210117,S02001634,S12000036,,c,2021-01-17,322
20210117,S02001635,S12000036,,c,2021-01-17,322
20210117,S02001636,S12000036,,c,2021-01-17,322
20210117,S02001637,S12000036,4.0,,2021-01-17,322
20210117,S02001638,S12000036,12.0,,2021-01-17,322
20210117,S02001639,S12000036,9.0,,2021-01-17,322
20210117,S02001640,S12000036,13.0,,2021-01-17,322
20210117,S02001641,S12000036,9.0,,2021-01-17,322
20210117,S02001642,S12000036,9.0,,2021-01-17,322
20210117,S02001643,S12000036,10.0,,2021-01-17,322
20210117,S02001644,S12000036,3.0,,2021-01-17,322
20210117,S02001645,S12000036,6.0,,2021-01-17,322
20210117,S02001646,S12000036,9.0,,2021-01-17,322
20210117,S02001647,S12000036,9.0,,2021-01-17,322
20210117,S02001648,S12000036,,c,2021-01-17,322
20210117,S02001649,S12000036,4.0,,2021-01-17,322
20210117,S02001650,S12000036,,c,2021-01-17,322
20210117,S02001651,S12000036,5.0,,2021-01-17,322
20210117,S02001652,S12000036,,c,2021-01-17,322
20210117,S02001653,S12000036,3.0,,2021-01-17,322
20210117,S02001654,S12000036,7.0,,2021-01-17,322
20210117,S02001655,S12000036,,c,2021-01-17,322
20210117,S02001656,S12000036,3.0,,2021-01-17,322
20210117,S02001657,S12000036,,c,2021-01-17,322
20210117,S02001658,S12000036,4.0,,2021-01-17,322
20210117,S02001659,S12000036,3.0,,2021-01-17,322
20210117,S02001660,S12000036,4.0,,2021-01-17,322
20210117,S02001661,S12000036,3.0,,2021-01-17,322
20210117,S02001662,S12000036,,c,2021-01-17,322
20210117,S02001663,S12000036,6.0,,2021-01-17,322
20210117,S02001664,S12000036,4.0,,2021-01-17,322
20210117,S02001665,S12000036,12.0,,2021-01-17,322
20210117,S02001666,S12000036,11.0,,2021-01-17,322
20210117,S02001667,S12000036,5.0,,2021-01-17,322
20210117,S02001668,S12000036,9.0,,2021-01-17,322
20210117,S02001669,S12000036,,c,2021-01-17,322
20210117,S02001670,S12000036,7.0,,2021-01-17,322
20210117,S02001671,S12000036,11.0,,2021-01-17,322
20210117,S02001672,S12000036,6.0,,2021-01-17,322
20210117,S02001673,S12000036,5.0,,2021-01-17,322
20210117,S02001674,S12000036,,c,2021-01-17,322
20210117,S02001675,S12000036,21.0,,2021-01-17,322
20210117,S02001676,S12000036,,c,2021-01-17,322
20210117,S02001677,S12000036,7.0,,2021-01-17,322
20210117,S02001678,S12000036,4.0,,2021-01-17,322
20210117,S02001679,S12000036,5.0,,2021-01-17,322
20210117,S02001680,S12000036,,c,2021-01-17,322
20210117,S02001681,S12000036,10.0,,2021-01-17,322
20210117,S02001682,S12000036,8.0,,2021-01-17,322
20210117,S02001683,S12000036,5.0,,2021-01-17,322
20210117,S02001684,S12000036,11.0,,2021-01-17,322
20210117,S02001685,S12000036,5.0,,2021-01-17,322
20210117,S02001686,S12000036,6.0,,2021-01-17,322
20210117,S02001687,S12000013,39.0,,2021-01-17,322
20210117,S02001688,S12000013,,c,2021-01-17,322
20210117,S02001689,S12000013,,c,2021-01-17,322
20210117,S02001690,S12000013,,c,2021-01-17,322
20210117,S02001691,S12000013,,c,2021-01-17,322
20210117,S02001692,S12000013,,c,2021-01-17,322
20210117,S02001693,S12000013,,c,2021-01-17,322
20210117,S02001694,S12000013,,c,2021-01-17,322
20210117,S02001695,S12000013,,c,2021-01-17,322
20210117,S02001696,S12000014,10.0,,2021-01-17,322
20210117,S02001697,S12000014,12.0,,2021-01-17,322
20210117,S02001698,S12000014,15.0,,2021-01-17,322
20210117,S02001699,S12000014,6.0,,2021-01-17,322
20210117,S02001700,S12000014,8.0,,2021-01-17,322
20210117,S02001701,S12000014,20.0,,2021-01-17,322
20210117,S02001702,S12000014,15.0,,2021-01-17,322
20210117,S02001703,S12000014,22.0,,2021-01-17,322
20210117,S02001704,S12000014,9.0,,2021-01-17,322
20210117,S02001705,S12000014,5.0,,2021-01-17,322
20210117,S02001706,S12000014,,c,2021-01-17,322
20210117,S02001707,S12000014,9.0,,2021-01-17,322
20210117,S02001708,S12000014,6.0,,2021-01-17,322
20210117,S02001709,S12000014,16.0,,2021-01-17,322
20210117,S02001710,S12000014,10.0,,2021-01-17,322
20210117,S02001711,S12000014,11.0,,2021-01-17,322
20210117,S02001712,S12000014,7.0,,2021-01-17,322
20210117,S02001713,S12000014,4.0,,2021-01-17,322
20210117,S02001714,S12000014,6.0,,2021-01-17,322
20210117,S02001715,S12000014,5.0,,2021-01-17,322
20210117,S02001716,S12000014,10.0,,2021-01-17,322
20210117,S02001717,S12000014,,c,2021-01-17,322
20210117,S02001718,S12000014,3.0,,2021-01-17,322
20210117,S02001719,S12000014,,c,2021-01-17,322
20210117,S02001720,S12000014,8.0,,2021-01-17,322
20210117,S02001721,S12000014,15.0,,2021-01-17,322
20210117,S02001722,S12000014,7.0,,2021-01-17,322
20210117,S02001723,S12000014,11.0,,2021-01-17,322
20210117,S02001724,S12000014,3.0,,2021-01-17,322
20210117,S02001725,S12000014,9.0,,2021-01-17,322
20210117,S02001726,S12000014,10.0,,2021-01-17,322
20210117,S02001727,S12000014,8.0,,2021-01-17,322
20210117,S02001728,S12000014,10.0,,2021-01-17,322
20210117,S02001729,S12000014,5.0,,2021-01-17,322
20210117,S02001730,S12000014,5.0,,2021-01-17,322
20210117,S02001731,S12000014,5.0,,2021-01-17,322
20210117,S02001732,S12000014,,c,2021-01-17,322
20210117,S02001733,S12000014,6.0,,2021-01-17,322
20210117,S02001734,S12000014,6.0,,2021-01-17,322
20210117,S02001735,S12000014,,c,2021-01-17,322
20210117,S02001736,S12000014,6.0,,2021-01-17,322
20210117,S02001737,S12000014,10.0,,2021-01-17,322
20210117,S02001738,S12000047,8.0,,2021-01-17,322
20210117,S02001739,S12000047,6.0,,2021-01-17,322
20210117,S02001740,S12000047,,c,2021-01-17,322
20210117,S02001741,S12000047,8.0,,2021-01-17,322
20210117,S02001742,S12000047,5.0,,2021-01-17,322
20210117,S02001743,S12000047,5.0,,2021-01-17,322
20210117,S02001744,S12000047,3.0,,2021-01-17,322
20210117,S02001745,S12000047,12.0,,2021-01-17,322
20210117,S02001746,S12000047,5.0,,2021-01-17,322
20210117,S02001747,S12000047,4.0,,2021-01-17,322
20210117,S02001748,S12000047,3.0,,2021-01-17,322
20210117,S02001749,S12000047,,c,2021-01-17,322
20210117,S02001750,S12000047,8.0,,2021-01-17,322
20210117,S02001751,S12000047,8.0,,2021-01-17,322
20210117,S02001752,S12000047,4.0,,2021-01-17,322
20210117,S02001753,S12000047,9.0,,2021-01-17,322
20210117,S02001754,S12000047,4.0,,2021-01-17,322
20210117,S02001755,S12000047,10.0,,2021-01-17,322
20210117,S02001756,S12000047,3.0,,2021-01-17,322
20210117,S02001757,S12000047,3.0,,2021-01-17,322
20210117,S02001758,S12000047,5.0,,2021-01-17,322
20210117,S02001759,S12000047,8.0,,2021-01-17,322
20210117,S02001760,S12000047,5.0,,2021-01-17,322
20210117,S02001761,S12000047,13.0,,2021-01-17,322
20210117,S02001762,S12000047,8.0,,2021-01-17,322
20210117,S02001763,S12000047,,c,2021-01-17,322
20210117,S02001764,S12000047,9.0,,2021-01-17,322
20210117,S02001765,S12000047,,c,2021-01-17,322
20210117,S02001766,S12000047,,c,2021-01-17,322
20210117,S02001767,S12000047,,c,2021-01-17,322
20210117,S02001768,S12000047,4.0,,2021-01-17,322
20210117,S02001769,S12000047,7.0,,2021-01-17,322
20210117,S02001770,S12000047,7.0,,2021-01-17,322
20210117,S02001771,S12000047,21.0,,2021-01-17,322
20210117,S02001772,S12000047,4.0,,2021-01-17,322
20210117,S02001773,S12000047,7.0,,2021-01-17,322
20210117,S02001774,S12000047,14.0,,2021-01-17,322
20210117,S02001775,S12000047,25.0,,2021-01-17,322
20210117,S02001776,S12000047,7.0,,2021-01-17,322
20210117,S02001777,S12000047,20.0,,2021-01-17,322
20210117,S02001778,S12000047,21.0,,2021-01-17,322
20210117,S02001779,S12000047,5.0,,2021-01-17,322
20210117,S02001780,S12000047,12.0,,2021-01-17,322
20210117,S02001781,S12000047,,c,2021-01-17,322
20210117,S02001782,S12000047,,c,2021-01-17,322
20210117,S02001783,S12000047,5.0,,2021-01-17,322
20210117,S02001784,S12000047,10.0,,2021-01-17,322
20210117,S02001785,S12000047,4.0,,2021-01-17,322
20210117,S02001786,S12000047,5.0,,2021-01-17,322
20210117,S02001787,S12000047,,c,2021-01-17,322
20210117,S02001788,S12000047,9.0,,2021-01-17,322
20210117,S02001789,S12000047,,c,2021-01-17,322
20210117,S02001790,S12000047,5.0,,2021-01-17,322
20210117,S02001791,S12000047,,c,2021-01-17,322
20210117,S02001792,S12000047,4.0,,2021-01-17,322
20210117,S02001793,S12000047,5.0,,2021-01-17,322
20210117,S02001794,S12000047,5.0,,2021-01-17,322
20210117,S02001795,S12000047,9.0,,2021-01-17,322
20210117,S02001796,S12000047,3.0,,2021-01-17,322
20210117,S02001797,S12000047,6.0,,2021-01-17,322
20210117,S02001798,S12000047,12.0,,2021-01-17,322
20210117,S02001799,S12000047,6.0,,2021-01-17,322
20210117,S02001800,S12000047,6.0,,2021-01-17,322
20210117,S02001801,S12000047,3.0,,2021-01-17,322
20210117,S02001802,S12000047,13.0,,2021-01-17,322
20210117,S02001803,S12000047,4.0,,2021-01-17,322
20210117,S02001804,S12000047,,c,2021-01-17,322
20210117,S02001805,S12000047,5.0,,2021-01-17,322
20210117,S02001806,S12000047,13.0,,2021-01-17,322
20210117,S02001807,S12000047,4.0,,2021-01-17,322
20210117,S02001808,S12000047,6.0,,2021-01-17,322
20210117,S02001809,S12000047,7.0,,2021-01-17,322
20210117,S02001810,S12000047,5.0,,2021-01-17,322
20210117,S02001811,S12000047,4.0,,2021-01-17,322
20210117,S02001812,S12000047,7.0,,2021-01-17,322
20210117,S02001813,S12000047,12.0,,2021-01-17,322
20210117,S02001814,S12000047,,c,2021-01-17,322
20210117,S02001815,S12000047,4.0,,2021-01-17,322
20210117,S02001816,S12000047,11.0,,2021-01-17,322
20210117,S02001817,S12000047,4.0,,2021-01-17,322
20210117,S02001818,S12000047,10.0,,2021-01-17,322
20210117,S02001819,S12000047,4.0,,2021-01-17,322
20210117,S02001820,S12000047,,c,2021-01-17,322
20210117,S02001821,S12000047,8.0,,2021-01-17,322
20210117,S02001822,S12000047,3.0,,2021-01-17,322
20210117,S02001823,S12000047,4.0,,2021-01-17,322
20210117,S02001824,S12000047,5.0,,2021-01-17,322
20210117,S02001825,S12000047,6.0,,2021-01-17,322
20210117,S02001826,S12000047,5.0,,2021-01-17,322
20210117,S02001827,S12000047,,c,2021-01-17,322
20210117,S02001828,S12000047,3.0,,2021-01-17,322
20210117,S02001829,S12000047,5.0,,2021-01-17,322
20210117,S02001830,S12000047,,c,2021-01-17,322
20210117,S02001831,S12000047,,c,2021-01-17,322
20210117,S02001832,S12000047,,c,2021-01-17,322
20210117,S02001833,S12000047,,c,2021-01-17,322
20210117,S02001834,S12000047,,c,2021-01-17,322
20210117,S02001835,S12000047,,c,2021-01-17,322
20210117,S02001836,S12000047,3.0,,2021-01-17,322
20210117,S02001837,S12000047,,c,2021-01-17,322
20210117,S02001838,S12000047,5.0,,2021-01-17,322
20210117,S02001839,S12000047,,c,2021-01-17,322
20210117,S02001840,S12000047,5.0,,2021-01-17,322
20210117,S02001841,S12000047,,c,2021-01-17,322
20210117,S02001842,S12000049,13.0,,2021-01-17,322
20210117,S02001843,S12000049,19.0,,2021-01-17,322
20210117,S02001844,S12000049,21.0,,2021-01-17,322
20210117,S02001845,S12000049,29.0,,2021-01-17,322
20210117,S02001846,S12000049,13.0,,2021-01-17,322
20210117,S02001847,S12000049,11.0,,2021-01-17,322
20210117,S02001848,S12000049,28.0,,2021-01-17,322
20210117,S02001849,S12000049,13.0,,2021-01-17,322
20210117,S02001850,S12000049,7.0,,2021-01-17,322
20210117,S02001851,S12000049,10.0,,2021-01-17,322
20210117,S02001852,S12000049,31.0,,2021-01-17,322
20210117,S02001853,S12000049,29.0,,2021-01-17,322
20210117,S02001854,S12000049,12.0,,2021-01-17,322
20210117,S02001855,S12000049,18.0,,2021-01-17,322
20210117,S02001856,S12000049,23.0,,2021-01-17,322
20210117,S02001857,S12000049,4.0,,2021-01-17,322
20210117,S02001858,S12000049,13.0,,2021-01-17,322
20210117,S02001859,S12000049,10.0,,2021-01-17,322
20210117,S02001860,S12000049,11.0,,2021-01-17,322
20210117,S02001861,S12000049,15.0,,2021-01-17,322
20210117,S02001862,S12000049,13.0,,2021-01-17,322
20210117,S02001863,S12000049,5.0,,2021-01-17,322
20210117,S02001864,S12000049,14.0,,2021-01-17,322
20210117,S02001865,S12000049,13.0,,2021-01-17,322
20210117,S02001866,S12000049,6.0,,2021-01-17,322
20210117,S02001867,S12000049,8.0,,2021-01-17,322
20210117,S02001868,S12000049,19.0,,2021-01-17,322
20210117,S02001869,S12000049,13.0,,2021-01-17,322
20210117,S02001870,S12000049,8.0,,2021-01-17,322
20210117,S02001871,S12000049,9.0,,2021-01-17,322
20210117,S02001872,S12000049,3.0,,2021-01-17,322
20210117,S02001873,S12000049,8.0,,2021-01-17,322
20210117,S02001874,S12000049,27.0,,2021-01-17,322
20210117,S02001875,S12000049,15.0,,2021-01-17,322
20210117,S02001876,S12000049,17.0,,2021-01-17,322
20210117,S02001877,S12000049,12.0,,2021-01-17,322
20210117,S02001878,S12000049,4.0,,2021-01-17,322
20210117,S02001879,S12000049,4.0,,2021-01-17,322
20210117,S02001880,S12000049,10.0,,2021-01-17,322
20210117,S02001881,S12000049,23.0,,2021-01-17,322
20210117,S02001882,S12000049,14.0,,2021-01-17,322
20210117,S02001883,S12000049,21.0,,2021-01-17,322
20210117,S02001884,S12000049,18.0,,2021-01-17,322
20210117,S02001885,S12000049,11.0,,2021-01-17,322
20210117,S02001886,S12000049,8.0,,2021-01-17,322
20210117,S02001887,S12000049,7.0,,2021-01-17,322
20210117,S02001888,S12000049,28.0,,2021-01-17,322
20210117,S02001889,S12000049,18.0,,2021-01-17,322
20210117,S02001890,S12000049,11.0,,2021-01-17,322
20210117,S02001891,S12000049,12.0,,2021-01-17,322
20210117,S02001892,S12000049,11.0,,2021-01-17,322
20210117,S02001893,S12000049,19.0,,2021-01-17,322
20210117,S02001894,S12000049,20.0,,2021-01-17,322
20210117,S02001895,S12000049,13.0,,2021-01-17,322
20210117,S02001896,S12000049,26.0,,2021-01-17,322
20210117,S02001897,S12000049,16.0,,2021-01-17,322
20210117,S02001898,S12000049,7.0,,2021-01-17,322
20210117,S02001899,S12000049,6.0,,2021-01-17,322
20210117,S02001900,S12000049,16.0,,2021-01-17,322
20210117,S02001901,S12000049,24.0,,2021-01-17,322
20210117,S02001902,S12000049,13.0,,2021-01-17,322
20210117,S02001903,S12000049,19.0,,2021-01-17,322
20210117,S02001904,S12000049,14.0,,2021-01-17,322
20210117,S02001905,S12000049,5.0,,2021-01-17,322
20210117,S02001906,S12000049,23.0,,2021-01-17,322
20210117,S02001907,S12000049,25.0,,2021-01-17,322
20210117,S02001908,S12000049,22.0,,2021-01-17,322
20210117,S02001909,S12000049,24.0,,2021-01-17,322
20210117,S02001910,S12000049,13.0,,2021-01-17,322
20210117,S02001911,S12000049,18.0,,2021-01-17,322
20210117,S02001912,S12000049,26.0,,2021-01-17,322
20210117,S02001913,S12000049,18.0,,2021-01-17,322
20210117,S02001914,S12000049,42.0,,2021-01-17,322
20210117,S02001915,S12000049,26.0,,2021-01-17,322
20210117,S02001916,S12000049,20.0,,2021-01-17,322
20210117,S02001917,S12000049,23.0,,2021-01-17,322
20210117,S02001918,S12000049,24.0,,2021-01-17,322
20210117,S02001919,S12000049,12.0,,2021-01-17,322
20210117,S02001920,S12000049,13.0,,2021-01-17,322
20210117,S02001921,S12000049,19.0,,2021-01-17,322
20210117,S02001922,S12000049,23.0,,2021-01-17,322
20210117,S02001923,S12000049,21.0,,2021-01-17,322
20210117,S02001924,S12000049,17.0,,2021-01-17,322
20210117,S02001925,S12000049,,c,2021-01-17,322
20210117,S02001926,S12000049,17.0,,2021-01-17,322
20210117,S02001927,S12000049,8.0,,2021-01-17,322
20210117,S02001928,S12000049,11.0,,2021-01-17,322
20210117,S02001929,S12000049,20.0,,2021-01-17,322
20210117,S02001930,S12000049,5.0,,2021-01-17,322
20210117,S02001931,S12000049,7.0,,2021-01-17,322
20210117,S02001932,S12000049,21.0,,2021-01-17,322
20210117,S02001933,S12000049,9.0,,2021-01-17,322
20210117,S02001934,S12000049,5.0,,2021-01-17,322
20210117,S02001935,S12000049,6.0,,2021-01-17,322
20210117,S02001936,S12000049,7.0,,2021-01-17,322
20210117,S02001937,S12000049,11.0,,2021-01-17,322
20210117,S02001938,S12000049,9.0,,2021-01-17,322
20210117,S02001939,S12000049,8.0,,2021-01-17,322
20210117,S02001940,S12000049,16.0,,2021-01-17,322
20210117,S02001941,S12000049,15.0,,2021-01-17,322
20210117,S02001942,S12000049,26.0,,2021-01-17,322
20210117,S02001943,S12000049,27.0,,2021-01-17,322
20210117,S02001944,S12000049,28.0,,2021-01-17,322
20210117,S02001945,S12000049,23.0,,2021-01-17,322
20210117,S02001946,S12000049,11.0,,2021-01-17,322
20210117,S02001947,S12000049,26.0,,2021-01-17,322
20210117,S02001948,S12000049,17.0,,2021-01-17,322
20210117,S02001949,S12000049,12.0,,2021-01-17,322
20210117,S02001950,S12000049,18.0,,2021-01-17,322
20210117,S02001951,S12000049,7.0,,2021-01-17,322
20210117,S02001952,S12000049,7.0,,2021-01-17,322
20210117,S02001953,S12000049,6.0,,2021-01-17,322
20210117,S02001954,S12000049,12.0,,2021-01-17,322
20210117,S02001955,S12000049,4.0,,2021-01-17,322
20210117,S02001956,S12000049,14.0,,2021-01-17,322
20210117,S02001957,S12000049,6.0,,2021-01-17,322
20210117,S02001958,S12000049,16.0,,2021-01-17,322
20210117,S02001959,S12000049,6.0,,2021-01-17,322
20210117,S02001960,S12000049,,c,2021-01-17,322
20210117,S02001961,S12000049,8.0,,2021-01-17,322
20210117,S02001962,S12000049,,c,2021-01-17,322
20210117,S02001963,S12000049,10.0,,2021-01-17,322
20210117,S02001964,S12000049,18.0,,2021-01-17,322
20210117,S02001965,S12000049,9.0,,2021-01-17,322
20210117,S02001966,S12000049,8.0,,2021-01-17,322
20210117,S02001967,S12000049,17.0,,2021-01-17,322
20210117,S02001968,S12000049,9.0,,2021-01-17,322
20210117,S02001969,S12000049,10.0,,2021-01-17,322
20210117,S02001970,S12000049,6.0,,2021-01-17,322
20210117,S02001971,S12000049,14.0,,2021-01-17,322
20210117,S02001972,S12000049,17.0,,2021-01-17,322
20210117,S02001973,S12000049,5.0,,2021-01-17,322
20210117,S02001974,S12000049,13.0,,2021-01-17,322
20210117,S02001975,S12000049,12.0,,2021-01-17,322
20210117,S02001976,S12000049,21.0,,2021-01-17,322
20210117,S02001977,S12000049,17.0,,2021-01-17,322
20210117,S02001978,S12000017,,c,2021-01-17,322
20210117,S02001979,S12000017,,c,2021-01-17,322
20210117,S02001980,S12000017,,c,2021-01-17,322
20210117,S02001981,S12000017,,c,2021-01-17,322
20210117,S02001982,S12000017,,c,2021-01-17,322
20210117,S02001983,S12000017,,c,2021-01-17,322
20210117,S02001984,S12000017,,c,2021-01-17,322
20210117,S02001985,S12000017,6.0,,2021-01-17,322
20210117,S02001986,S12000017,3.0,,2021-01-17,322
20210117,S02001987,S12000017,,c,2021-01-17,322
20210117,S02001988,S12000017,8.0,,2021-01-17,322
20210117,S02001989,S12000017,,c,2021-01-17,322
20210117,S02001990,S12000017,3.0,,2021-01-17,322
20210117,S02001991,S12000017,7.0,,2021-01-17,322
20210117,S02001992,S12000017,7.0,,2021-01-17,322
20210117,S02001993,S12000017,4.0,,2021-01-17,322
20210117,S02001994,S12000017,4.0,,2021-01-17,322
20210117,S02001995,S12000017,,c,2021-01-17,322
20210117,S02001996,S12000017,3.0,,2021-01-17,322
20210117,S02001997,S12000017,3.0,,2021-01-17,322
20210117,S02001998,S12000017,17.0,,2021-01-17,322
20210117,S02001999,S12000017,,c,2021-01-17,322
20210117,S02002000,S12000017,,c,2021-01-17,322
20210117,S02002001,S12000017,3.0,,2021-01-17,322
20210117,S02002002,S12000017,,c,2021-01-17,322
20210117,S02002003,S12000017,,c,2021-01-17,322
20210117,S02002004,S12000017,3.0,,2021-01-17,322
20210117,S02002005,S12000017,6.0,,2021-01-17,322
20210117,S02002006,S12000017,,c,2021-01-17,322
20210117,S02002007,S12000017,,c,2021-01-17,322
20210117,S02002008,S12000017,,c,2021-01-17,322
20210117,S02002009,S12000017,,c,2021-01-17,322
20210117,S02002010,S12000017,,c,2021-01-17,322
20210117,S02002011,S12000017,,c,2021-01-17,322
20210117,S02002012,S12000017,,c,2021-01-17,322
20210117,S02002013,S12000017,5.0,,2021-01-17,322
20210117,S02002014,S12000017,6.0,,2021-01-17,322
20210117,S02002015,S12000017,,c,2021-01-17,322
20210117,S02002016,S12000017,6.0,,2021-01-17,322
20210117,S02002017,S12000017,,c,2021-01-17,322
20210117,S02002018,S12000017,5.0,,2021-01-17,322
20210117,S02002019,S12000017,,c,2021-01-17,322
20210117,S02002020,S12000017,44.0,,2021-01-17,322
20210117,S02002021,S12000017,62.0,,2021-01-17,322
20210117,S02002022,S12000017,5.0,,2021-01-17,322
20210117,S02002023,S12000017,10.0,,2021-01-17,322
20210117,S02002024,S12000017,13.0,,2021-01-17,322
20210117,S02002025,S12000017,,c,2021-01-17,322
20210117,S02002026,S12000017,3.0,,2021-01-17,322
20210117,S02002027,S12000017,,c,2021-01-17,322
20210117,S02002028,S12000017,,c,2021-01-17,322
20210117,S02002029,S12000017,,c,2021-01-17,322
20210117,S02002030,S12000017,6.0,,2021-01-17,322
20210117,S02002031,S12000017,5.0,,2021-01-17,322
20210117,S02002032,S12000017,10.0,,2021-01-17,322
20210117,S02002033,S12000017,5.0,,2021-01-17,322
20210117,S02002034,S12000018,,c,2021-01-17,322
20210117,S02002035,S12000018,3.0,,2021-01-17,322
20210117,S02002036,S12000018,15.0,,2021-01-17,322
20210117,S02002037,S12000018,9.0,,2021-01-17,322
20210117,S02002038,S12000018,10.0,,2021-01-17,322
20210117,S02002039,S12000018,14.0,,2021-01-17,322
20210117,S02002040,S12000018,25.0,,2021-01-17,322
20210117,S02002041,S12000018,25.0,,2021-01-17,322
20210117,S02002042,S12000018,13.0,,2021-01-17,322
20210117,S02002043,S12000018,13.0,,2021-01-17,322
20210117,S02002044,S12000018,11.0,,2021-01-17,322
20210117,S02002045,S12000018,9.0,,2021-01-17,322
20210117,S02002046,S12000018,15.0,,2021-01-17,322
20210117,S02002047,S12000018,15.0,,2021-01-17,322
20210117,S02002048,S12000018,16.0,,2021-01-17,322
20210117,S02002049,S12000018,9.0,,2021-01-17,322
20210117,S02002050,S12000018,11.0,,2021-01-17,322
20210117,S02002051,S12000019,3.0,,2021-01-17,322
20210117,S02002052,S12000019,3.0,,2021-01-17,322
20210117,S02002053,S12000019,3.0,,2021-01-17,322
20210117,S02002054,S12000019,4.0,,2021-01-17,322
20210117,S02002055,S12000019,,c,2021-01-17,322
20210117,S02002056,S12000019,,c,2021-01-17,322
20210117,S02002057,S12000019,4.0,,2021-01-17,322
20210117,S02002058,S12000019,,c,2021-01-17,322
20210117,S02002059,S12000019,5.0,,2021-01-17,322
20210117,S02002060,S12000019,7.0,,2021-01-17,322
20210117,S02002061,S12000019,3.0,,2021-01-17,322
20210117,S02002062,S12000019,8.0,,2021-01-17,322
20210117,S02002063,S12000019,7.0,,2021-01-17,322
20210117,S02002064,S12000019,4.0,,2021-01-17,322
20210117,S02002065,S12000019,4.0,,2021-01-17,322
20210117,S02002066,S12000019,,c,2021-01-17,322
20210117,S02002067,S12000019,8.0,,2021-01-17,322
20210117,S02002068,S12000019,3.0,,2021-01-17,322
20210117,S02002069,S12000019,9.0,,2021-01-17,322
20210117,S02002070,S12000019,3.0,,2021-01-17,322
20210117,S02002071,S12000019,6.0,,2021-01-17,322
20210117,S02002072,S12000019,8.0,,2021-01-17,322
20210117,S02002073,S12000020,3.0,,2021-01-17,322
20210117,S02002074,S12000020,3.0,,2021-01-17,322
20210117,S02002075,S12000020,7.0,,2021-01-17,322
20210117,S02002076,S12000020,19.0,,2021-01-17,322
20210117,S02002077,S12000020,5.0,,2021-01-17,322
20210117,S02002078,S12000020,7.0,,2021-01-17,322
20210117,S02002079,S12000020,23.0,,2021-01-17,322
20210117,S02002080,S12000020,4.0,,2021-01-17,322
20210117,S02002081,S12000020,,c,2021-01-17,322
20210117,S02002082,S12000020,3.0,,2021-01-17,322
20210117,S02002083,S12000020,3.0,,2021-01-17,322
20210117,S02002084,S12000020,,c,2021-01-17,322
20210117,S02002085,S12000020,7.0,,2021-01-17,322
20210117,S02002086,S12000020,,c,2021-01-17,322
20210117,S02002087,S12000020,,c,2021-01-17,322
20210117,S02002088,S12000020,3.0,,2021-01-17,322
20210117,S02002089,S12000020,5.0,,2021-01-17,322
20210117,S02002090,S12000020,,c,2021-01-17,322
20210117,S02002091,S12000020,7.0,,2021-01-17,322
20210117,S02002092,S12000020,3.0,,2021-01-17,322
20210117,S02002093,S12000020,,c,2021-01-17,322
20210117,S02002094,S12000020,,c,2021-01-17,322
20210117,S02002095,S12000020,4.0,,2021-01-17,322
20210117,S02002096,S12000020,,c,2021-01-17,322
20210117,S02002097,S12000021,,c,2021-01-17,322
20210117,S02002098,S12000021,5.0,,2021-01-17,322
20210117,S02002099,S12000021,8.0,,2021-01-17,322
20210117,S02002100,S12000021,8.0,,2021-01-17,322
20210117,S02002101,S12000021,4.0,,2021-01-17,322
20210117,S02002102,S12000021,9.0,,2021-01-17,322
20210117,S02002103,S12000021,16.0,,2021-01-17,322
20210117,S02002104,S12000021,10.0,,2021-01-17,322
20210117,S02002105,S12000021,7.0,,2021-01-17,322
20210117,S02002106,S12000021,14.0,,2021-01-17,322
20210117,S02002107,S12000021,10.0,,2021-01-17,322
20210117,S02002108,S12000021,10.0,,2021-01-17,322
20210117,S02002109,S12000021,9.0,,2021-01-17,322
20210117,S02002110,S12000021,13.0,,2021-01-17,322
20210117,S02002111,S12000021,8.0,,2021-01-17,322
20210117,S02002112,S12000021,3.0,,2021-01-17,322
20210117,S02002113,S12000021,12.0,,2021-01-17,322
20210117,S02002114,S12000021,11.0,,2021-01-17,322
20210117,S02002115,S12000021,8.0,,2021-01-17,322
20210117,S02002116,S12000021,30.0,,2021-01-17,322
20210117,S02002117,S12000021,12.0,,2021-01-17,322
20210117,S02002118,S12000021,10.0,,2021-01-17,322
20210117,S02002119,S12000021,11.0,,2021-01-17,322
20210117,S02002120,S12000021,13.0,,2021-01-17,322
20210117,S02002121,S12000021,15.0,,2021-01-17,322
20210117,S02002122,S12000021,16.0,,2021-01-17,322
20210117,S02002123,S12000021,5.0,,2021-01-17,322
20210117,S02002124,S12000021,8.0,,2021-01-17,322
20210117,S02002125,S12000021,14.0,,2021-01-17,322
20210117,S02002126,S12000021,5.0,,2021-01-17,322
20210117,S02002127,S12000021,4.0,,2021-01-17,322
20210117,S02002128,S12000021,12.0,,2021-01-17,322
20210117,S02002129,S12000021,13.0,,2021-01-17,322
20210117,S02002130,S12000021,8.0,,2021-01-17,322
